id,friendId
116395725875763,10211167738257524
10211765197505270,1618237608283114
10211765197505270,10216413062544098
10211765197505270,10216198199085345
10211765197505270,10155354916101204
10211765197505270,10204749670097132
10211765197505270,10212124163559089
10211765197505270,137061203799009
10211765197505270,10209590410076302
10211765197505270,2034268503483022
10211765197505270,10211167738257524
10211765197505270,1618237608283114
10216413062544098,164478467703236
10216413062544098,10216198199085345
10216413062544098,10155354916101204
10216413062544098,10204749670097132
10216413062544098,10212124163559089
10216413062544098,137061203799009
10216413062544098,10209590410076302
10216413062544098,2034268503483022
10216413062544098,10211167738257524
10216413062544098,1618237608283114
10216413062544098,164478467703236
10216198199085345,10100157817065906
10216198199085345,10155354916101204
10216198199085345,10204749670097132
10216198199085345,10212124163559089
10216198199085345,137061203799009
10216198199085345,10209590410076302
10216198199085345,2034268503483022
10216198199085345,10211167738257524
10216198199085345,1618237608283114
10216198199085345,164478467703236
10216198199085345,10100157817065906
10155354916101204,555984218121240
10155354916101204,10204749670097132
10155354916101204,10212124163559089
10155354916101204,137061203799009
10155354916101204,10209590410076302
10155354916101204,2034268503483022
10155354916101204,10211167738257524
10155354916101204,1618237608283114
10155354916101204,164478467703236
10155354916101204,10100157817065906
10155354916101204,555984218121240
10204749670097132,1889811337698728
10204749670097132,10212124163559089
10204749670097132,137061203799009
10204749670097132,10209590410076302
10204749670097132,2034268503483022
10204749670097132,10211167738257524
10204749670097132,1618237608283114
10204749670097132,164478467703236
10204749670097132,10100157817065906
10204749670097132,555984218121240
10204749670097132,1889811337698728
10212124163559089,2023467891015559
10212124163559089,137061203799009
10212124163559089,10209590410076302
10212124163559089,2034268503483022
10212124163559089,10211167738257524
10212124163559089,1618237608283114
10212124163559089,164478467703236
10212124163559089,10100157817065906
10212124163559089,555984218121240
10212124163559089,1889811337698728
10212124163559089,2023467891015559
137061203799009,10104766771513471
137061203799009,10209590410076302
137061203799009,2034268503483022
137061203799009,10211167738257524
137061203799009,1618237608283114
137061203799009,164478467703236
137061203799009,10100157817065906
137061203799009,555984218121240
137061203799009,1889811337698728
137061203799009,2023467891015559
137061203799009,10104766771513471
10209590410076302,10157324040614942
10209590410076302,2034268503483022
10209590410076302,10211167738257524
10209590410076302,1618237608283114
10209590410076302,164478467703236
10209590410076302,10100157817065906
10209590410076302,555984218121240
10209590410076302,1889811337698728
10209590410076302,2023467891015559
10209590410076302,10104766771513471
10209590410076302,10157324040614942
2034268503483022,2120025654887606
2034268503483022,10211167738257524
2034268503483022,1618237608283114
2034268503483022,164478467703236
2034268503483022,10100157817065906
2034268503483022,555984218121240
2034268503483022,1889811337698728
2034268503483022,2023467891015559
2034268503483022,10104766771513471
2034268503483022,10157324040614942
2034268503483022,2120025654887606
10211167738257524,2069069193334776
10211167738257524,1618237608283114
10211167738257524,164478467703236
10211167738257524,10100157817065906
10211167738257524,555984218121240
10211167738257524,1889811337698728
10211167738257524,2023467891015559
10211167738257524,10104766771513471
10211167738257524,10157324040614942
10211167738257524,2120025654887606
10211167738257524,2069069193334776
1618237608283114,1812791025691389
1618237608283114,164478467703236
1618237608283114,10100157817065906
1618237608283114,555984218121240
1618237608283114,1889811337698728
1618237608283114,2023467891015559
1618237608283114,10104766771513471
1618237608283114,10157324040614942
1618237608283114,2120025654887606
1618237608283114,2069069193334776
1618237608283114,1812791025691389
164478467703236,10215787658312506
164478467703236,10100157817065906
164478467703236,555984218121240
164478467703236,1889811337698728
164478467703236,2023467891015559
164478467703236,10104766771513471
164478467703236,10157324040614942
164478467703236,2120025654887606
164478467703236,2069069193334776
164478467703236,1812791025691389
164478467703236,10215787658312506
10100157817065906,10155738332931339
10100157817065906,555984218121240
10100157817065906,1889811337698728
10100157817065906,2023467891015559
10100157817065906,10104766771513471
10100157817065906,10157324040614942
10100157817065906,2120025654887606
10100157817065906,2069069193334776
10100157817065906,1812791025691389
10100157817065906,10215787658312506
10100157817065906,10155738332931339
555984218121240,765335687007449
555984218121240,1889811337698728
555984218121240,2023467891015559
555984218121240,10104766771513471
555984218121240,10157324040614942
555984218121240,2120025654887606
555984218121240,2069069193334776
555984218121240,1812791025691389
555984218121240,10215787658312506
555984218121240,10155738332931339
555984218121240,765335687007449
1889811337698728,544542629262162
1889811337698728,2023467891015559
1889811337698728,10104766771513471
1889811337698728,10157324040614942
1889811337698728,2120025654887606
1889811337698728,2069069193334776
1889811337698728,1812791025691389
1889811337698728,10215787658312506
1889811337698728,10155738332931339
1889811337698728,765335687007449
1889811337698728,544542629262162
2023467891015559,10214442585671168
2023467891015559,10104766771513471
2023467891015559,10157324040614942
2023467891015559,2120025654887606
2023467891015559,2069069193334776
2023467891015559,1812791025691389
2023467891015559,10215787658312506
2023467891015559,10155738332931339
2023467891015559,765335687007449
2023467891015559,544542629262162
2023467891015559,10214442585671168
10104766771513471,10214040621305060
10104766771513471,10157324040614942
10104766771513471,2120025654887606
10104766771513471,2069069193334776
10104766771513471,1812791025691389
10104766771513471,10215787658312506
10104766771513471,10155738332931339
10104766771513471,765335687007449
10104766771513471,544542629262162
10104766771513471,10214442585671168
10104766771513471,10214040621305060
10157324040614942,10214464166091252
10157324040614942,2120025654887606
10157324040614942,2069069193334776
10157324040614942,1812791025691389
10157324040614942,10215787658312506
10157324040614942,10155738332931339
10157324040614942,765335687007449
10157324040614942,544542629262162
10157324040614942,10214442585671168
10157324040614942,10214040621305060
10157324040614942,10214464166091252
2120025654887606,10211983394556502
2120025654887606,2069069193334776
2120025654887606,1812791025691389
2120025654887606,10215787658312506
2120025654887606,10155738332931339
2120025654887606,765335687007449
2120025654887606,544542629262162
2120025654887606,10214442585671168
2120025654887606,10214040621305060
2120025654887606,10214464166091252
2120025654887606,10211983394556502
2069069193334776,1845195368837743
2069069193334776,1812791025691389
2069069193334776,10215787658312506
2069069193334776,10155738332931339
2069069193334776,765335687007449
2069069193334776,544542629262162
2069069193334776,10214442585671168
2069069193334776,10214040621305060
2069069193334776,10214464166091252
2069069193334776,10211983394556502
2069069193334776,1845195368837743
1812791025691389,10215296316711847
1812791025691389,10215787658312506
1812791025691389,10155738332931339
1812791025691389,765335687007449
1812791025691389,544542629262162
1812791025691389,10214442585671168
1812791025691389,10214040621305060
1812791025691389,10214464166091252
1812791025691389,10211983394556502
1812791025691389,1845195368837743
1812791025691389,10215296316711847
10215787658312506,1868257949852551
10215787658312506,10155738332931339
10215787658312506,765335687007449
10215787658312506,544542629262162
10215787658312506,10214442585671168
10215787658312506,10214040621305060
10215787658312506,10214464166091252
10215787658312506,10211983394556502
10215787658312506,1845195368837743
10215787658312506,10215296316711847
10215787658312506,1868257949852551
10155738332931339,2063577980598089
10155738332931339,765335687007449
10155738332931339,544542629262162
10155738332931339,10214442585671168
10155738332931339,10214040621305060
10155738332931339,10214464166091252
10155738332931339,10211983394556502
10155738332931339,1845195368837743
10155738332931339,10215296316711847
10155738332931339,1868257949852551
10155738332931339,2063577980598089
765335687007449,10155340580513093
765335687007449,544542629262162
765335687007449,10214442585671168
765335687007449,10214040621305060
765335687007449,10214464166091252
765335687007449,10211983394556502
765335687007449,1845195368837743
765335687007449,10215296316711847
765335687007449,1868257949852551
765335687007449,2063577980598089
765335687007449,10155340580513093
544542629262162,10155976400686265
544542629262162,10214442585671168
544542629262162,10214040621305060
544542629262162,10214464166091252
544542629262162,10211983394556502
544542629262162,1845195368837743
544542629262162,10215296316711847
544542629262162,1868257949852551
544542629262162,2063577980598089
544542629262162,10155340580513093
544542629262162,10155976400686265
10214442585671168,10216146451636756
10214442585671168,10214040621305060
10214442585671168,10214464166091252
10214442585671168,10211983394556502
10214442585671168,1845195368837743
10214442585671168,10215296316711847
10214442585671168,1868257949852551
10214442585671168,2063577980598089
10214442585671168,10155340580513093
10214442585671168,10155976400686265
10214442585671168,10216146451636756
10214040621305060,10211307065701108
10214040621305060,10214464166091252
10214040621305060,10211983394556502
10214040621305060,1845195368837743
10214040621305060,10215296316711847
10214040621305060,1868257949852551
10214040621305060,2063577980598089
10214040621305060,10155340580513093
10214040621305060,10155976400686265
10214040621305060,10216146451636756
10214040621305060,10211307065701108
10214464166091252,116888485819644
10214464166091252,10211983394556502
10214464166091252,1845195368837743
10214464166091252,10215296316711847
10214464166091252,1868257949852551
10214464166091252,2063577980598089
10214464166091252,10155340580513093
10214464166091252,10155976400686265
10214464166091252,10216146451636756
10214464166091252,10211307065701108
10214464166091252,116888485819644
10211983394556502,10156552478046320
10211983394556502,1845195368837743
10211983394556502,10215296316711847
10211983394556502,1868257949852551
10211983394556502,2063577980598089
10211983394556502,10155340580513093
10211983394556502,10155976400686265
10211983394556502,10216146451636756
10211983394556502,10211307065701108
10211983394556502,116888485819644
10211983394556502,10156552478046320
1845195368837743,10211488161655776
1845195368837743,10215296316711847
1845195368837743,1868257949852551
1845195368837743,2063577980598089
1845195368837743,10155340580513093
1845195368837743,10155976400686265
1845195368837743,10216146451636756
1845195368837743,10211307065701108
1845195368837743,116888485819644
1845195368837743,10156552478046320
1845195368837743,10211488161655776
10215296316711847,1567592563303900
10215296316711847,1868257949852551
10215296316711847,2063577980598089
10215296316711847,10155340580513093
10215296316711847,10155976400686265
10215296316711847,10216146451636756
10215296316711847,10211307065701108
10215296316711847,116888485819644
10215296316711847,10156552478046320
10215296316711847,10211488161655776
10215296316711847,1567592563303900
1868257949852551,105698613608386
1868257949852551,2063577980598089
1868257949852551,10155340580513093
1868257949852551,10155976400686265
1868257949852551,10216146451636756
1868257949852551,10211307065701108
1868257949852551,116888485819644
1868257949852551,10156552478046320
1868257949852551,10211488161655776
1868257949852551,1567592563303900
1868257949852551,105698613608386
2063577980598089,10156107765572226
2063577980598089,10155340580513093
2063577980598089,10155976400686265
2063577980598089,10216146451636756
2063577980598089,10211307065701108
2063577980598089,116888485819644
2063577980598089,10156552478046320
2063577980598089,10211488161655776
2063577980598089,1567592563303900
2063577980598089,105698613608386
2063577980598089,10156107765572226
10155340580513093,1915086811859040
10155340580513093,10155976400686265
10155340580513093,10216146451636756
10155340580513093,10211307065701108
10155340580513093,116888485819644
10155340580513093,10156552478046320
10155340580513093,10211488161655776
10155340580513093,1567592563303900
10155340580513093,105698613608386
10155340580513093,10156107765572226
10155340580513093,1915086811859040
10155976400686265,10211232508956437
10155976400686265,10216146451636756
10155976400686265,10211307065701108
10155976400686265,116888485819644
10155976400686265,10156552478046320
10155976400686265,10211488161655776
10155976400686265,1567592563303900
10155976400686265,105698613608386
10155976400686265,10156107765572226
10155976400686265,1915086811859040
10155976400686265,10211232508956437
10216146451636756,2020226304908902
10216146451636756,10211307065701108
10216146451636756,116888485819644
10216146451636756,10156552478046320
10216146451636756,10211488161655776
10216146451636756,1567592563303900
10216146451636756,105698613608386
10216146451636756,10156107765572226
10216146451636756,1915086811859040
10216146451636756,10211232508956437
10216146451636756,2020226304908902
10211307065701108,10213004720525695
10211307065701108,116888485819644
10211307065701108,10156552478046320
10211307065701108,10211488161655776
10211307065701108,1567592563303900
10211307065701108,105698613608386
10211307065701108,10156107765572226
10211307065701108,1915086811859040
10211307065701108,10211232508956437
10211307065701108,2020226304908902
10211307065701108,10213004720525695
116888485819644,1617903178306446
116888485819644,10156552478046320
116888485819644,10211488161655776
116888485819644,1567592563303900
116888485819644,105698613608386
116888485819644,10156107765572226
116888485819644,1915086811859040
116888485819644,10211232508956437
116888485819644,2020226304908902
116888485819644,10213004720525695
116888485819644,1617903178306446
10156552478046320,10210297425906426
10156552478046320,10211488161655776
10156552478046320,1567592563303900
10156552478046320,105698613608386
10156552478046320,10156107765572226
10156552478046320,1915086811859040
10156552478046320,10211232508956437
10156552478046320,2020226304908902
10156552478046320,10213004720525695
10156552478046320,1617903178306446
10156552478046320,10210297425906426
10211488161655776,131099424391824
10211488161655776,1567592563303900
10211488161655776,105698613608386
10211488161655776,10156107765572226
10211488161655776,1915086811859040
10211488161655776,10211232508956437
10211488161655776,2020226304908902
10211488161655776,10213004720525695
10211488161655776,1617903178306446
10211488161655776,10210297425906426
10211488161655776,131099424391824
1567592563303900,1875119915855030
1567592563303900,105698613608386
1567592563303900,10156107765572226
1567592563303900,1915086811859040
1567592563303900,10211232508956437
1567592563303900,2020226304908902
1567592563303900,10213004720525695
1567592563303900,1617903178306446
1567592563303900,10210297425906426
1567592563303900,131099424391824
1567592563303900,1875119915855030
105698613608386,126359371535330
105698613608386,10156107765572226
105698613608386,1915086811859040
105698613608386,10211232508956437
105698613608386,2020226304908902
105698613608386,10213004720525695
105698613608386,1617903178306446
105698613608386,10210297425906426
105698613608386,131099424391824
105698613608386,1875119915855030
105698613608386,126359371535330
10156107765572226,10216277298634753
10156107765572226,1915086811859040
10156107765572226,10211232508956437
10156107765572226,2020226304908902
10156107765572226,10213004720525695
10156107765572226,1617903178306446
10156107765572226,10210297425906426
10156107765572226,131099424391824
10156107765572226,1875119915855030
10156107765572226,126359371535330
10156107765572226,10216277298634753
1915086811859040,1861544433865008
1915086811859040,10211232508956437
1915086811859040,2020226304908902
1915086811859040,10213004720525695
1915086811859040,1617903178306446
1915086811859040,10210297425906426
1915086811859040,131099424391824
1915086811859040,1875119915855030
1915086811859040,126359371535330
1915086811859040,10216277298634753
1915086811859040,1861544433865008
10211232508956437,566921200367539
10211232508956437,2020226304908902
10211232508956437,10213004720525695
10211232508956437,1617903178306446
10211232508956437,10210297425906426
10211232508956437,131099424391824
10211232508956437,1875119915855030
10211232508956437,126359371535330
10211232508956437,10216277298634753
10211232508956437,1861544433865008
10211232508956437,566921200367539
2020226304908902,10155117951216227
2020226304908902,10213004720525695
2020226304908902,1617903178306446
2020226304908902,10210297425906426
2020226304908902,131099424391824
2020226304908902,1875119915855030
2020226304908902,126359371535330
2020226304908902,10216277298634753
2020226304908902,1861544433865008
2020226304908902,566921200367539
2020226304908902,10155117951216227
10213004720525695,10213332076354537
10213004720525695,1617903178306446
10213004720525695,10210297425906426
10213004720525695,131099424391824
10213004720525695,1875119915855030
10213004720525695,126359371535330
10213004720525695,10216277298634753
10213004720525695,1861544433865008
10213004720525695,566921200367539
10213004720525695,10155117951216227
10213004720525695,10213332076354537
1617903178306446,10216292801620547
1617903178306446,10210297425906426
1617903178306446,131099424391824
1617903178306446,1875119915855030
1617903178306446,126359371535330
1617903178306446,10216277298634753
1617903178306446,1861544433865008
1617903178306446,566921200367539
1617903178306446,10155117951216227
1617903178306446,10213332076354537
1617903178306446,10216292801620547
10210297425906426,10212931285089912
10210297425906426,131099424391824
10210297425906426,1875119915855030
10210297425906426,126359371535330
10210297425906426,10216277298634753
10210297425906426,1861544433865008
10210297425906426,566921200367539
10210297425906426,10155117951216227
10210297425906426,10213332076354537
10210297425906426,10216292801620547
10210297425906426,10212931285089912
131099424391824,155453445272795
131099424391824,1875119915855030
131099424391824,126359371535330
131099424391824,10216277298634753
131099424391824,1861544433865008
131099424391824,566921200367539
131099424391824,10155117951216227
131099424391824,10213332076354537
131099424391824,10216292801620547
131099424391824,10212931285089912
131099424391824,155453445272795
1875119915855030,10100654037108961
1875119915855030,126359371535330
1875119915855030,10216277298634753
1875119915855030,1861544433865008
1875119915855030,566921200367539
1875119915855030,10155117951216227
1875119915855030,10213332076354537
1875119915855030,10216292801620547
1875119915855030,10212931285089912
1875119915855030,155453445272795
1875119915855030,10100654037108961
126359371535330,10214406518649596
126359371535330,10216277298634753
126359371535330,1861544433865008
126359371535330,566921200367539
126359371535330,10155117951216227
126359371535330,10213332076354537
126359371535330,10216292801620547
126359371535330,10212931285089912
126359371535330,155453445272795
126359371535330,10100654037108961
126359371535330,10214406518649596
10216277298634753,1611467302235882
10216277298634753,1861544433865008
10216277298634753,566921200367539
10216277298634753,10155117951216227
10216277298634753,10213332076354537
10216277298634753,10216292801620547
10216277298634753,10212931285089912
10216277298634753,155453445272795
10216277298634753,10100654037108961
10216277298634753,10214406518649596
10216277298634753,1611467302235882
1861544433865008,1651730561570016
1861544433865008,566921200367539
1861544433865008,10155117951216227
1861544433865008,10213332076354537
1861544433865008,10216292801620547
1861544433865008,10212931285089912
1861544433865008,155453445272795
1861544433865008,10100654037108961
1861544433865008,10214406518649596
1861544433865008,1611467302235882
1861544433865008,1651730561570016
566921200367539,10214473726573603
566921200367539,10155117951216227
566921200367539,10213332076354537
566921200367539,10216292801620547
566921200367539,10212931285089912
566921200367539,155453445272795
566921200367539,10100654037108961
566921200367539,10214406518649596
566921200367539,1611467302235882
566921200367539,1651730561570016
566921200367539,10214473726573603
10155117951216227,899622776870886
10155117951216227,10213332076354537
10155117951216227,10216292801620547
10155117951216227,10212931285089912
10155117951216227,155453445272795
10155117951216227,10100654037108961
10155117951216227,10214406518649596
10155117951216227,1611467302235882
10155117951216227,1651730561570016
10155117951216227,10214473726573603
10155117951216227,899622776870886
10213332076354537,10105552462278110
10213332076354537,10216292801620547
10213332076354537,10212931285089912
10213332076354537,155453445272795
10213332076354537,10100654037108961
10213332076354537,10214406518649596
10213332076354537,1611467302235882
10213332076354537,1651730561570016
10213332076354537,10214473726573603
10213332076354537,899622776870886
10213332076354537,10105552462278110
10216292801620547,10160207369255603
10216292801620547,10212931285089912
10216292801620547,155453445272795
10216292801620547,10100654037108961
10216292801620547,10214406518649596
10216292801620547,1611467302235882
10216292801620547,1651730561570016
10216292801620547,10214473726573603
10216292801620547,899622776870886
10216292801620547,10105552462278110
10216292801620547,10160207369255603
10212931285089912,10216013139470320
10212931285089912,155453445272795
10212931285089912,10100654037108961
10212931285089912,10214406518649596
10212931285089912,1611467302235882
10212931285089912,1651730561570016
10212931285089912,10214473726573603
10212931285089912,899622776870886
10212931285089912,10105552462278110
10212931285089912,10160207369255603
10212931285089912,10216013139470320
155453445272795,10214243636579095
155453445272795,10100654037108961
155453445272795,10214406518649596
155453445272795,1611467302235882
155453445272795,1651730561570016
155453445272795,10214473726573603
155453445272795,899622776870886
155453445272795,10105552462278110
155453445272795,10160207369255603
155453445272795,10216013139470320
155453445272795,10214243636579095
10100654037108961,1834630856571505
10100654037108961,10214406518649596
10100654037108961,1611467302235882
10100654037108961,1651730561570016
10100654037108961,10214473726573603
10100654037108961,899622776870886
10100654037108961,10105552462278110
10100654037108961,10160207369255603
10100654037108961,10216013139470320
10100654037108961,10214243636579095
10100654037108961,1834630856571505
10214406518649596,221049345111978
10214406518649596,1611467302235882
10214406518649596,1651730561570016
10214406518649596,10214473726573603
10214406518649596,899622776870886
10214406518649596,10105552462278110
10214406518649596,10160207369255603
10214406518649596,10216013139470320
10214406518649596,10214243636579095
10214406518649596,1834630856571505
10214406518649596,221049345111978
1611467302235882,10214277292378968
1611467302235882,1651730561570016
1611467302235882,10214473726573603
1611467302235882,899622776870886
1611467302235882,10105552462278110
1611467302235882,10160207369255603
1611467302235882,10216013139470320
1611467302235882,10214243636579095
1611467302235882,1834630856571505
1611467302235882,221049345111978
1611467302235882,10214277292378968
1651730561570016,10209043285559900
1651730561570016,10214473726573603
1651730561570016,899622776870886
1651730561570016,10105552462278110
1651730561570016,10160207369255603
1651730561570016,10216013139470320
1651730561570016,10214243636579095
1651730561570016,1834630856571505
1651730561570016,221049345111978
1651730561570016,10214277292378968
1651730561570016,10209043285559900
10214473726573603,10155585485718700
10214473726573603,899622776870886
10214473726573603,10105552462278110
10214473726573603,10160207369255603
10214473726573603,10216013139470320
10214473726573603,10214243636579095
10214473726573603,1834630856571505
10214473726573603,221049345111978
10214473726573603,10214277292378968
10214473726573603,10209043285559900
10214473726573603,10155585485718700
899622776870886,10212035227103973
899622776870886,10105552462278110
899622776870886,10160207369255603
899622776870886,10216013139470320
899622776870886,10214243636579095
899622776870886,1834630856571505
899622776870886,221049345111978
899622776870886,10214277292378968
899622776870886,10209043285559900
899622776870886,10155585485718700
899622776870886,10212035227103973
10105552462278110,10215271432318041
10105552462278110,10160207369255603
10105552462278110,10216013139470320
10105552462278110,10214243636579095
10105552462278110,1834630856571505
10105552462278110,221049345111978
10105552462278110,10214277292378968
10105552462278110,10209043285559900
10105552462278110,10155585485718700
10105552462278110,10212035227103973
10105552462278110,10215271432318041
10160207369255603,10216002775411354
10160207369255603,10216013139470320
10160207369255603,10214243636579095
10160207369255603,1834630856571505
10160207369255603,221049345111978
10160207369255603,10214277292378968
10160207369255603,10209043285559900
10160207369255603,10155585485718700
10160207369255603,10212035227103973
10160207369255603,10215271432318041
10160207369255603,10216002775411354
10216013139470320,1866964623327601
10216013139470320,10214243636579095
10216013139470320,1834630856571505
10216013139470320,221049345111978
10216013139470320,10214277292378968
10216013139470320,10209043285559900
10216013139470320,10155585485718700
10216013139470320,10212035227103973
10216013139470320,10215271432318041
10216013139470320,10216002775411354
10216013139470320,1866964623327601
10214243636579095,10215215307166997
10214243636579095,1834630856571505
10214243636579095,221049345111978
10214243636579095,10214277292378968
10214243636579095,10209043285559900
10214243636579095,10155585485718700
10214243636579095,10212035227103973
10214243636579095,10215271432318041
10214243636579095,10216002775411354
10214243636579095,1866964623327601
10214243636579095,10215215307166997
1834630856571505,10105627336374673
1834630856571505,221049345111978
1834630856571505,10214277292378968
1834630856571505,10209043285559900
1834630856571505,10155585485718700
1834630856571505,10212035227103973
1834630856571505,10215271432318041
1834630856571505,10216002775411354
1834630856571505,1866964623327601
1834630856571505,10215215307166997
1834630856571505,10105627336374673
221049345111978,382719968862040
221049345111978,10214277292378968
221049345111978,10209043285559900
221049345111978,10155585485718700
221049345111978,10212035227103973
221049345111978,10215271432318041
221049345111978,10216002775411354
221049345111978,1866964623327601
221049345111978,10215215307166997
221049345111978,10105627336374673
221049345111978,382719968862040
10214277292378968,1815603258471497
10214277292378968,10209043285559900
10214277292378968,10155585485718700
10214277292378968,10212035227103973
10214277292378968,10215271432318041
10214277292378968,10216002775411354
10214277292378968,1866964623327601
10214277292378968,10215215307166997
10214277292378968,10105627336374673
10214277292378968,382719968862040
10214277292378968,1815603258471497
10209043285559900,10160425914275495
10209043285559900,10155585485718700
10209043285559900,10212035227103973
10209043285559900,10215271432318041
10209043285559900,10216002775411354
10209043285559900,1866964623327601
10209043285559900,10215215307166997
10209043285559900,10105627336374673
10209043285559900,382719968862040
10209043285559900,1815603258471497
10209043285559900,10160425914275495
10155585485718700,10211659056608787
10155585485718700,10212035227103973
10155585485718700,10215271432318041
10155585485718700,10216002775411354
10155585485718700,1866964623327601
10155585485718700,10215215307166997
10155585485718700,10105627336374673
10155585485718700,382719968862040
10155585485718700,1815603258471497
10155585485718700,10160425914275495
10155585485718700,10211659056608787
10212035227103973,10214259003041898
10212035227103973,10215271432318041
10212035227103973,10216002775411354
10212035227103973,1866964623327601
10212035227103973,10215215307166997
10212035227103973,10105627336374673
10212035227103973,382719968862040
10212035227103973,1815603258471497
10212035227103973,10160425914275495
10212035227103973,10211659056608787
10212035227103973,10214259003041898
10215271432318041,1907752095924659
10215271432318041,10216002775411354
10215271432318041,1866964623327601
10215271432318041,10215215307166997
10215271432318041,10105627336374673
10215271432318041,382719968862040
10215271432318041,1815603258471497
10215271432318041,10160425914275495
10215271432318041,10211659056608787
10215271432318041,10214259003041898
10215271432318041,1907752095924659
10216002775411354,10215952397752556
10216002775411354,1866964623327601
10216002775411354,10215215307166997
10216002775411354,10105627336374673
10216002775411354,382719968862040
10216002775411354,1815603258471497
10216002775411354,10160425914275495
10216002775411354,10211659056608787
10216002775411354,10214259003041898
10216002775411354,1907752095924659
10216002775411354,10215952397752556
1866964623327601,10109453498505099
1866964623327601,10215215307166997
1866964623327601,10105627336374673
1866964623327601,382719968862040
1866964623327601,1815603258471497
1866964623327601,10160425914275495
1866964623327601,10211659056608787
1866964623327601,10214259003041898
1866964623327601,1907752095924659
1866964623327601,10215952397752556
1866964623327601,10109453498505099
10215215307166997,2011630385517772
10215215307166997,10105627336374673
10215215307166997,382719968862040
10215215307166997,1815603258471497
10215215307166997,10160425914275495
10215215307166997,10211659056608787
10215215307166997,10214259003041898
10215215307166997,1907752095924659
10215215307166997,10215952397752556
10215215307166997,10109453498505099
10215215307166997,2011630385517772
10105627336374673,792374754303166
10105627336374673,382719968862040
10105627336374673,1815603258471497
10105627336374673,10160425914275495
10105627336374673,10211659056608787
10105627336374673,10214259003041898
10105627336374673,1907752095924659
10105627336374673,10215952397752556
10105627336374673,10109453498505099
10105627336374673,2011630385517772
10105627336374673,792374754303166
382719968862040,10157440952709129
382719968862040,1815603258471497
382719968862040,10160425914275495
382719968862040,10211659056608787
382719968862040,10214259003041898
382719968862040,1907752095924659
382719968862040,10215952397752556
382719968862040,10109453498505099
382719968862040,2011630385517772
382719968862040,792374754303166
382719968862040,10157440952709129
1815603258471497,1834274469926449
1815603258471497,10160425914275495
1815603258471497,10211659056608787
1815603258471497,10214259003041898
1815603258471497,1907752095924659
1815603258471497,10215952397752556
1815603258471497,10109453498505099
1815603258471497,2011630385517772
1815603258471497,792374754303166
1815603258471497,10157440952709129
1815603258471497,1834274469926449
10160425914275495,1802082659812110
10160425914275495,10211659056608787
10160425914275495,10214259003041898
10160425914275495,1907752095924659
10160425914275495,10215952397752556
10160425914275495,10109453498505099
10160425914275495,2011630385517772
10160425914275495,792374754303166
10160425914275495,10157440952709129
10160425914275495,1834274469926449
10160425914275495,1802082659812110
10211659056608787,10156347816054759
10211659056608787,10214259003041898
10211659056608787,1907752095924659
10211659056608787,10215952397752556
10211659056608787,10109453498505099
10211659056608787,2011630385517772
10211659056608787,792374754303166
10211659056608787,10157440952709129
10211659056608787,1834274469926449
10211659056608787,1802082659812110
10211659056608787,10156347816054759
10214259003041898,10215902449622296
10214259003041898,1907752095924659
10214259003041898,10215952397752556
10214259003041898,10109453498505099
10214259003041898,2011630385517772
10214259003041898,792374754303166
10214259003041898,10157440952709129
10214259003041898,1834274469926449
10214259003041898,1802082659812110
10214259003041898,10156347816054759
10214259003041898,10215902449622296
1907752095924659,10212119040793477
